dataset,model,split,perturbation,true_target_rank,top_match,top_match_similarity,true_target_similarity,is_confused
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,NIT1+ctrl,202.0,LYL1+IER5L,0.816397578040113,0.3464902211102925,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,OSR2+ctrl,71.0,FOXA3+HOXB9,0.7646461393255302,0.5563641439698973,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,PLK4+STIL,97.0,LYL1+IER5L,0.8091639468681626,0.6188729399467112,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,PLK4+ctrl,119.0,LYL1+IER5L,0.8148022820561611,0.5630019288722758,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,POU3F2+CBFA2T3,9.0,FEV+CBFA2T3,0.8688403921083182,0.7456928493957502,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,POU3F2+FOXL2,2.0,FOXF1+FOXL2,0.8972689943719254,0.8837391270863557,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,POU3F2+ctrl,41.0,LYL1+IER5L,0.8353429633709031,0.6851028269002584,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,PRDM1+CBFA2T3,7.0,FEV+CBFA2T3,0.8657576234041511,0.7503184306947761,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,PRDM1+ctrl,71.0,LYL1+IER5L,0.8312339970863656,0.6543563582167691,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,PRTG+ctrl,4.0,DUSP9+PRTG,0.8387529071333276,0.8128545710570434,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,PTPN1+ctrl,39.0,LYL1+IER5L,0.816397578040113,0.6961291368918572,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,PTPN12+OSR2,119.0,PTPN12+UBASH3A,0.8371853748506841,0.4197641562908247,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,PTPN12+PTPN9,2.0,PTPN12+UBASH3A,0.9475001299565636,0.9268766903849264,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,PTPN12+SNAI1,3.0,DUSP9+SNAI1,0.8276830795701928,0.750454101250561,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,PTPN12+UBASH3A,1.0,PTPN12+UBASH3A,0.948290625230596,0.948290625230596,False
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,PTPN12+ZBTB25,2.0,PTPN12+UBASH3A,0.913389506406237,0.9112027670391756,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,PTPN12+ctrl,45.0,PTPN12+UBASH3A,0.9198552948674096,0.7053417353491459,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,PTPN13+ctrl,175.0,LYL1+IER5L,0.816397578040113,0.4419156310227344,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,PTPN9+ctrl,160.0,CBL+UBASH3B,0.8901395206713915,0.4204809600101502,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,RHOXF2BB+SET,3.0,SET+ctrl,0.6782282470196448,0.6006341103379111,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,RHOXF2BB+ZBTB25,2.0,IGDCC3+ZBTB25,0.8133093462826291,0.8055120128845313,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,RHOXF2BB+ctrl,50.0,RHOXF2BB+ZBTB25,0.8055926346068456,0.6703863803141367,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,RREB1+ctrl,126.0,LYL1+IER5L,0.816397578040113,0.5482251966578698,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,RUNX1T1+ctrl,242.0,FOXA3+HOXB9,0.8005847408943222,0.2100543960873503,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,S1PR2+ctrl,110.0,LYL1+IER5L,0.8048902085211067,0.5876478701521871,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,SAMD1+PTPN12,2.0,PTPN12+UBASH3A,0.9254725375975008,0.9200330229777278,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,SAMD1+TGFBR2,65.0,SAMD1+UBASH3B,0.8813141156822295,0.6276087374636425,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,SAMD1+UBASH3B,1.0,SAMD1+UBASH3B,0.923449908657266,0.923449908657266,False
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,SAMD1+ZBTB1,4.0,SAMD1+UBASH3B,0.9130814015509428,0.8861467090886923,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,SAMD1+ctrl,14.0,SAMD1+UBASH3B,0.9210836760308668,0.8345964113419764,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,SET+CEBPE,1.0,SET+CEBPE,0.8452552697858586,0.8452552697858586,False
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,SET+KLF1,1.0,SET+KLF1,0.8520411103012293,0.8520411103012293,False
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,SET+ctrl,1.0,SET+ctrl,0.69744732755248,0.69744732755248,False
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,SGK1+S1PR2,6.0,CDKN1B+ctrl,0.7677635514769012,0.7332160098608118,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,SGK1+TBX2,1.0,SGK1+TBX2,0.7323351167124252,0.7323351167124252,False
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,SGK1+TBX3,4.0,SGK1+TBX2,0.7323351167124252,0.7096437720281128,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,SGK1+ctrl,28.0,CDKN1B+ctrl,0.7724256503500162,0.6946684794618243,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,SLC4A1+ctrl,240.0,LYL1+IER5L,0.816397578040113,0.1949413509294791,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,SLC6A9+ctrl,181.0,LYL1+IER5L,0.816397578040113,0.4230615825350218,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,SNAI1+DLX2,4.0,ZBTB10+SNAI1,0.8758297138123482,0.7849099688503535,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,SNAI1+UBASH3B,5.0,DUSP9+SNAI1,0.8624119924725744,0.7532942339007265,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,SNAI1+ctrl,19.0,DUSP9+SNAI1,0.9032679316239004,0.6928182199249027,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,SPI1+ctrl,37.0,SAMD1+ZBTB1,0.8012166348796266,0.7028437373893571,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,STIL+ctrl,201.0,LYL1+IER5L,0.8132108471567085,0.3482109464716847,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,TBX2+ctrl,106.0,CDKN1B+ctrl,0.7728312099605552,0.5746894315946955,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,TBX3+TBX2,15.0,SGK1+TBX2,0.7354803430928847,0.6671889155086284,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,TBX3+ctrl,209.0,CDKN1B+ctrl,0.7728312099605551,0.33571238379301,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,TGFBR2+C19orf26,7.0,TGFBR2+PRTG,0.7791057882106824,0.7343057267139074,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,TGFBR2+ETS2,4.0,MAPK1+PRTG,0.7108463623957262,0.6735422381617351,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,TGFBR2+IGDCC3,1.0,TGFBR2+IGDCC3,0.8946617532253407,0.8946617532253407,False
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,TGFBR2+PRTG,1.0,TGFBR2+PRTG,0.7485914471538633,0.7485914471538633,False
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,TGFBR2+ctrl,222.0,TGFBR2+PRTG,0.8010173001746483,0.2250753920560942,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,TMSB4X+BAK1,254.0,CDKN1B+ctrl,0.7831324134800273,0.0536771842961902,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,TMSB4X+ctrl,246.0,LYL1+IER5L,0.8103223810340761,0.1460523167855299,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,TP73+ctrl,2.0,LYL1+IER5L,0.816397578040113,0.8086236103718317,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,TSC22D1+ctrl,222.0,LYL1+IER5L,0.816397578040113,0.2802091601839943,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,UBASH3A+ctrl,86.0,CBL+UBASH3B,0.9402899385732733,0.5961836910004431,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,UBASH3B+CNN1,1.0,UBASH3B+CNN1,0.92981440797615,0.92981440797615,False
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,UBASH3B+OSR2,196.0,SAMD1+UBASH3B,0.7725929905545625,0.3009775687755778,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,UBASH3B+PTPN12,4.0,PTPN12+UBASH3A,0.9287038177139444,0.9034408605809072,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,UBASH3B+PTPN9,3.0,CBL+UBASH3B,0.9387419180704998,0.9115420810146878,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,UBASH3B+UBASH3A,16.0,CBL+UBASH3B,0.9493649406911158,0.8698834530512074,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,UBASH3B+ZBTB25,3.0,CBL+UBASH3B,0.887433776534114,0.8829278674130876,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,UBASH3B+ctrl,48.0,UBASH3B+PTPN9,0.8831274031338834,0.6863122958586354,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ZBTB1+ctrl,63.0,SAMD1+ZBTB1,0.8828655510545411,0.686300310385772,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ZBTB10+DLX2,6.0,ZBTB10+SNAI1,0.8670496620010719,0.7734590343660309,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ZBTB10+ELMSAN1,2.0,ZBTB10+SNAI1,0.5925703268415099,0.5328865192619494,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ZBTB10+PTPN12,2.0,PTPN12+SNAI1,0.7333966515380057,0.7332398689252506,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ZBTB10+SNAI1,1.0,ZBTB10+SNAI1,0.8747233254929543,0.8747233254929543,False
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ZBTB10+ctrl,3.0,ZBTB10+SNAI1,0.8572616503723269,0.8317879183442171,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ZBTB25+ctrl,49.0,IGDCC3+ZBTB25,0.8677185159463037,0.691087137690197,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ZC3HAV1+CEBPA,4.0,CEBPA+ctrl,0.974812272845315,0.9518902667982604,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ZC3HAV1+CEBPE,26.0,ctrl+CEBPE,0.9567290806649044,0.6152208934363871,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ZC3HAV1+HOXC13,78.0,ctrl+CEBPA,0.9028334048058752,0.4671825213496373,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ZC3HAV1+ctrl,273.0,ctrl+CEBPA,0.8833029186645076,-0.1566573801536299,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ZNF318+FOXL2,16.0,FOXF1+FOXL2,0.9004114521549085,0.7596697115641442,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ZNF318+ctrl,151.0,POU3F2+FOXL2,0.8202976773371313,0.494821152285549,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+BAK1,274.0,SAMD1+ZBTB1,0.78318958619809,-0.1096344862052934,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+C19orf26,219.0,LYL1+IER5L,0.8124736874244712,0.2916938227928953,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+CBFA2T3,226.0,FEV+CBFA2T3,0.8545162276674962,0.2133534578192568,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+CDKN1A,51.0,TP73+ctrl,0.7867638352648366,0.6816868295921221,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+CDKN1B,50.0,TP73+ctrl,0.7867638352648362,0.6820825611290509,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+CEBPA,2.0,CEBPA+ctrl,0.9717291492404194,0.9681628497634924,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+CEBPB,11.0,CEBPB+OSR2,0.9092409283379044,0.8690949607713967,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+CEBPE,1.0,ctrl+CEBPE,0.9617690763024184,0.9617690763024184,False
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+CLDN6,20.0,SAMD1+ZBTB1,0.8112654251400109,0.7417206086979323,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+CNN1,5.0,UBASH3B+CNN1,0.8987797509669204,0.8271608972914539,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+COL2A1,231.0,SAMD1+ZBTB1,0.8112654251400107,0.2409448408788647,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+DLX2,107.0,DUSP9+SNAI1,0.8752798867153124,0.5074792655367013,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+ELMSAN1,237.0,ZBTB10+ELMSAN1,0.6634132529087021,0.0269495147294748,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+ETS2,11.0,MAPK1+IKZF3,0.7221879608629611,0.6439931335774356,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+FEV,5.0,FEV+ISL2,0.9071248667600548,0.8207050661026525,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+FOXA1,18.0,FOXA3+HOXB9,0.923863126188575,0.7274576132293045,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+FOXF1,148.0,FOXA3+HOXB9,0.9188324254999513,0.4457387357025119,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+FOXL2,15.0,FOXF1+FOXL2,0.9013109169132812,0.7716861422223462,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+HOXB9,21.0,FOXA3+HOXB9,0.9188324254999518,0.7328432730928032,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+HOXC13,24.0,TP73+ctrl,0.7917943816529052,0.6970005242160222,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+IER5L,33.0,LYL1+IER5L,0.8136829740886427,0.7091645353470093,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+IGDCC3,12.0,IGDCC3+ZBTB25,0.9020398618521192,0.8246730691706856,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+IKZF3,5.0,ETS2+IKZF3,0.9362922451058326,0.8625411012234145,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+ISL2,241.0,LYL1+IER5L,0.8342322188749647,0.1930453036519893,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+KIF2C,221.0,LYL1+IER5L,0.8132108471567083,0.280993687177908,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+KLF1,3.0,KLF1+ctrl,0.8846917761560538,0.8666856045464861,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+MAP2K6,251.0,MAP2K6+IKZF3,0.8662956281777703,-0.0603118228696539,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+MAP7D1,263.0,LYL1+IER5L,0.8186301406753157,0.0511735428036553,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+MAPK1,4.0,ETS2+MAPK1,0.8290820258214955,0.7765826456611697,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+MEIS1,156.0,POU3F2+FOXL2,0.8210164556916462,0.4805982917017574,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+OSR2,134.0,FOXA3+HOXB9,0.7646461393255302,0.4544437895726022,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+PRTG,5.0,DUSP9+PRTG,0.8387529071333276,0.8026640108464929,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+PTPN12,28.0,PTPN12+UBASH3A,0.9198552948674096,0.7413822171963599,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+PTPN9,113.0,CBL+UBASH3B,0.8901395206713915,0.5556331819477726,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+RUNX1T1,263.0,FOXA3+HOXB9,0.8005847408943222,0.0537465183678102,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+SAMD1,27.0,SAMD1+UBASH3B,0.9210836760308668,0.7817239370804812,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+SET,2.0,SET+ctrl,0.69744732755248,0.6883554570057007,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+SLC38A2,272.0,LYL1+IER5L,0.8121929757039723,-0.1076970642794245,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+SNAI1,16.0,DUSP9+SNAI1,0.9032679316239004,0.7137612330231669,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+SPI1,75.0,SAMD1+ZBTB1,0.8012166348796266,0.6482501563589184,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+STIL,141.0,LYL1+IER5L,0.8132108471567085,0.5059740881499828,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+TBX2,103.0,CDKN1B+ctrl,0.7728312099605552,0.5790828737113096,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+TBX3,191.0,CDKN1B+ctrl,0.7728312099605551,0.3741163623423784,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+TGFBR2,148.0,TGFBR2+PRTG,0.8010173001746483,0.4305980770570364,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+UBASH3A,174.0,CBL+UBASH3B,0.9402899385732733,0.3004437217641753,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+UBASH3B,24.0,UBASH3B+PTPN9,0.8831274031338834,0.7583849945021838,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+ZBTB1,46.0,SAMD1+ZBTB1,0.8828655510545411,0.7221586897119909,True
Norman2019_GEARS_processed_mirror,B4_pca_ridge,L0,ctrl+ZBTB25,45.0,IGDCC3+ZBTB25,0.8677185159463037,0.6939280932637755,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,AHR+FEV,81.0,LYL1+IER5L,0.7957773804664612,0.6290533542633057,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,AHR+KLF1,207.0,LYL1+IER5L,0.7957773804664612,0.3434217572212219,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,AHR+ctrl,98.0,LYL1+IER5L,0.7957773804664612,0.6073943972587585,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,ARID1A+ctrl,77.0,LYL1+IER5L,0.7957773804664612,0.6359577178955078,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,ARRDC3+ctrl,124.0,LYL1+IER5L,0.7957773804664612,0.5448223352432251,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,ATL1+ctrl,52.0,LYL1+IER5L,0.7957773804664612,0.6674410104751587,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,BAK1+ctrl,270.0,LYL1+IER5L,0.7957773804664612,-0.0919096544384956,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,BCL2L11+BAK1,271.0,LYL1+IER5L,0.7957773804664612,-0.0979833081364631,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,BCL2L11+TGFBR2,210.0,LYL1+IER5L,0.7957773804664612,0.3365172147750854,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,BCL2L11+ctrl,262.0,LYL1+IER5L,0.7957773804664612,0.1125067323446273,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,BCORL1+ctrl,226.0,LYL1+IER5L,0.7957773804664612,0.2847379446029663,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,BPGM+SAMD1,17.0,LYL1+IER5L,0.7957773804664612,0.7287279367446899,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,BPGM+ZBTB1,12.0,LYL1+IER5L,0.7957773804664612,0.7385028600692749,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,BPGM+ctrl,121.0,LYL1+IER5L,0.7957773804664612,0.5454623699188232,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,C19orf26+ctrl,180.0,LYL1+IER5L,0.7957773804664612,0.4409641623497009,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,C3orf72+FOXL2,160.0,LYL1+IER5L,0.7957773804664612,0.4776711165904999,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,C3orf72+ctrl,54.0,LYL1+IER5L,0.7957773804664612,0.6644303798675537,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CBFA2T3+ctrl,248.0,LYL1+IER5L,0.7957773804664612,0.1772388815879821,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CBL+CNN1,42.0,LYL1+IER5L,0.7957773804664612,0.6814537048339844,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CBL+PTPN12,108.0,LYL1+IER5L,0.7957773804664612,0.5944087505340576,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CBL+PTPN9,44.0,LYL1+IER5L,0.7957773804664612,0.679261326789856,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CBL+TGFBR2,127.0,LYL1+IER5L,0.7957773804664612,0.5381709933280945,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CBL+UBASH3A,107.0,LYL1+IER5L,0.7957773804664612,0.5946677327156067,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CBL+UBASH3B,31.0,LYL1+IER5L,0.7957773804664612,0.7033160328865051,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CBL+ctrl,123.0,LYL1+IER5L,0.7957773804664612,0.5452811121940613,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CDKN1A+ctrl,47.0,LYL1+IER5L,0.7957773804664612,0.6776179075241089,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CDKN1B+CDKN1A,63.0,LYL1+IER5L,0.7957773804664612,0.65639328956604,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CDKN1B+ctrl,20.0,LYL1+IER5L,0.7957773804664612,0.7178757190704346,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CDKN1C+CDKN1A,35.0,LYL1+IER5L,0.7957773804664612,0.6944792866706848,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CDKN1C+CDKN1B,95.0,LYL1+IER5L,0.7957773804664612,0.6107122898101807,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CDKN1C+ctrl,43.0,LYL1+IER5L,0.7957773804664612,0.679719090461731,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CEBPA+ctrl,138.0,LYL1+IER5L,0.7957773804664612,0.5178623199462891,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CEBPB+CEBPA,165.0,LYL1+IER5L,0.7957773804664612,0.4687056541442871,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CEBPB+MAPK1,205.0,LYL1+IER5L,0.7957773804664612,0.3539719879627228,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CEBPB+OSR2,134.0,LYL1+IER5L,0.7957773804664612,0.5198138356208801,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CEBPB+PTPN12,40.0,LYL1+IER5L,0.7957773804664612,0.6902410984039307,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CEBPB+ctrl,149.0,LYL1+IER5L,0.7957773804664612,0.4988872408866882,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CEBPE+CEBPA,131.0,LYL1+IER5L,0.7957773804664612,0.5273984670639038,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CEBPE+CEBPB,144.0,LYL1+IER5L,0.7957773804664612,0.5053826570510864,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CEBPE+CNN1,166.0,LYL1+IER5L,0.7957773804664612,0.4682598710060119,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CEBPE+KLF1,196.0,LYL1+IER5L,0.7957773804664612,0.3775170445442199,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CEBPE+PTPN12,136.0,LYL1+IER5L,0.7957773804664612,0.5195341110229492,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CEBPE+RUNX1T1,206.0,LYL1+IER5L,0.7957773804664612,0.3470721840858459,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CEBPE+SPI1,119.0,LYL1+IER5L,0.7957773804664612,0.5578246116638184,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CEBPE+ctrl,173.0,LYL1+IER5L,0.7957773804664612,0.4526935815811157,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CELF2+ctrl,235.0,LYL1+IER5L,0.7957773804664612,0.2269180864095688,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CITED1+ctrl,143.0,LYL1+IER5L,0.7957773804664612,0.5141571164131165,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CKS1B+ctrl,145.0,LYL1+IER5L,0.7957773804664612,0.5029370188713074,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CLDN6+ctrl,74.0,LYL1+IER5L,0.7957773804664612,0.6437143087387085,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CNN1+MAPK1,175.0,LYL1+IER5L,0.7957773804664612,0.4518184065818786,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CNN1+UBASH3A,34.0,LYL1+IER5L,0.7957773804664612,0.6949175596237183,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CNN1+ctrl,218.0,LYL1+IER5L,0.7957773804664612,0.3190251588821411,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CNNM4+ctrl,164.0,LYL1+IER5L,0.7957773804664612,0.471183568239212,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,COL1A1+ctrl,198.0,LYL1+IER5L,0.7957773804664612,0.3733985424041748,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,COL2A1+ctrl,242.0,LYL1+IER5L,0.7957773804664612,0.2025591135025024,True
Norman2019_GEARS_processed_mirror,B5_mean_effect,L0,CSRNP1+ctrl,279.0,LYL1+IER5L,0.7957773804664612,-0.2592507004737854,True
