dataset	split	target	gears_condition	in_gears_train	in_gears_test	in_state_train	in_state_test	alignment_status	reason_if_not_aligned
replogle_k562_rl4_source	R-L4-K2R_seed1_source	GPS1	GPS1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	GRB2	GRB2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	GRPEL1	GRPEL1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	GRSF1	GRSF1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	GSPT1	GSPT1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	GTF2A1	GTF2A1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	GTF2A2	GTF2A2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	GTF2E1	GTF2E1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	GTF2E2	GTF2E2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	GTF2F2	GTF2F2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	GTF2H4	GTF2H4+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	GTF3C3	GTF3C3+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	GTPBP4	GTPBP4+ctrl	True	True	True	True	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	GUCD1	GUCD1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	HARS	HARS+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	HAUS4	HAUS4+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	HAUS5	HAUS5+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	HBS1L	HBS1L+ctrl	True	True	True	True	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	HDAC7	HDAC7+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	HGS	HGS+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	HIRA	HIRA+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	HMGCS1	HMGCS1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	HNRNPC	HNRNPC+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	HNRNPH1	HNRNPH1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	HNRNPL	HNRNPL+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	HNRNPU	HNRNPU+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	HSCB	HSCB+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	HSPA5	HSPA5+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	HSPA9	HSPA9+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	HUWE1	HUWE1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	IARS	IARS+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	IARS2	IARS2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	ICE1	ICE1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	IGBP1	IGBP1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	IK	IK+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	ILF2	ILF2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	INO80	INO80+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	INO80B	INO80B+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	INTS1	INTS1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	INTS2	INTS2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	INTS3	INTS3+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	INTS4	INTS4+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	INTS5	INTS5+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	INTS8	INTS8+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	IPO13	IPO13+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	IPO9	IPO9+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	JAZF1	JAZF1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	KANSL3	KANSL3+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	KAT8	KAT8+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	KCTD10	KCTD10+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	KIN	KIN+ctrl	True	True	True	True	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	KPNB1	KPNB1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	KRI1	KRI1+ctrl	True	True	True	True	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	LAMTOR4	LAMTOR4+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	LARS	LARS+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	LAS1L	LAS1L+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	LETM1	LETM1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	LONP1	LONP1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	LRPPRC	LRPPRC+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	LSG1	LSG1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	LSM10	LSM10+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	LSM3	LSM3+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	LSM4	LSM4+ctrl	True	True	True	True	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	LSM5	LSM5+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	LSM6	LSM6+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	LSM7	LSM7+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MAD2L1	MAD2L1+ctrl	True	True	True	True	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MAGOH	MAGOH+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MARS	MARS+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MAT2A	MAT2A+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MAX	MAX+ctrl	True	True	True	True	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MCM10	MCM10+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MCM2	MCM2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MCM3	MCM3+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MCM3AP	MCM3AP+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MCM4	MCM4+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MCM6	MCM6+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MCMBP	MCMBP+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MED1	MED1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MED11	MED11+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MED12	MED12+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MED14	MED14+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MED19	MED19+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MED4	MED4+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MED8	MED8+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	METTL14	METTL14+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	METTL16	METTL16+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	METTL3	METTL3+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MEX3A	MEX3A+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MFAP1	MFAP1+ctrl	True	True	True	True	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MIOS	MIOS+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MMS22L	MMS22L+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MNAT1	MNAT1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MOB4	MOB4+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MRGBP	MRGBP+ctrl	True	True	True	True	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MRPL19	MRPL19+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MRPL32	MRPL32+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MRPL35	MRPL35+ctrl	True	True	True	True	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MRPL36	MRPL36+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MRPL38	MRPL38+ctrl	True	True	True	True	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MRPL49	MRPL49+ctrl	True	True	True	True	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MRPS14	MRPS14+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MRPS34	MRPS34+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MTBP	MTBP+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MTOR	MTOR+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MTPAP	MTPAP+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MVD	MVD+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MYBBP1A	MYBBP1A+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	MYBL2	MYBL2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NAA10	NAA10+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NAA15	NAA15+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NAA20	NAA20+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NAA25	NAA25+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NAE1	NAE1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NARS	NARS+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NBAS	NBAS+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NCAPH	NCAPH+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NCBP2	NCBP2+ctrl	True	True	True	True	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NCKAP1	NCKAP1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NDC80	NDC80+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NDUFAB1	NDUFAB1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NDUFB10	NDUFB10+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NEDD1	NEDD1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NEDD8	NEDD8+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NELFA	NELFA+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NELFB	NELFB+ctrl	True	True	True	True	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NELFCD	NELFCD+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NELFE	NELFE+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NFRKB	NFRKB+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NFS1	NFS1+ctrl	True	True	True	True	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NIFK	NIFK+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NKAP	NKAP+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NLE1	NLE1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NMD3	NMD3+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NOC3L	NOC3L+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NOL8	NOL8+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NOLC1	NOLC1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NOM1	NOM1+ctrl	True	True	True	True	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NOP14	NOP14+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NPLOC4	NPLOC4+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NRBP1	NRBP1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NRDE2	NRDE2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NRF1	NRF1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NSRP1	NSRP1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NUBP1	NUBP1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NUDC	NUDC+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NUDCD3	NUDCD3+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NUF2	NUF2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NUP107	NUP107+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NUP133	NUP133+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NUP160	NUP160+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NUP54	NUP54+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NUP62	NUP62+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NUP85	NUP85+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NUP88	NUP88+ctrl	True	True	True	True	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NUP98	NUP98+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NUTF2	NUTF2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	NVL	NVL+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	OGFOD1	OGFOD1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	OGT	OGT+ctrl	True	True	True	True	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	OPA1	OPA1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	ORC1	ORC1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	ORC5	ORC5+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PABPN1	PABPN1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PAF1	PAF1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PAM16	PAM16+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PAXBP1	PAXBP1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PCBP1	PCBP1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PCF11	PCF11+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PCID2	PCID2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PCNA	PCNA+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PDAP1	PDAP1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PDCD11	PDCD11+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PDCD7	PDCD7+ctrl	True	True	True	True	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PELP1	PELP1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PES1	PES1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PET117	PET117+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PFDN2	PFDN2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PFN1	PFN1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PGAM1	PGAM1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PHAX	PHAX+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PHB	PHB+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PHB2	PHB2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PHF5A	PHF5A+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PIAS4	PIAS4+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PKM	PKM+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PLRG1	PLRG1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PMF1	PMF1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PMPCA	PMPCA+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PMPCB	PMPCB+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PNISR	PNISR+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PNN	PNN+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PNPT1	PNPT1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	POLA1	POLA1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	POLA2	POLA2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	POLD1	POLD1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	POLD2	POLD2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	POLD3	POLD3+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	POLE	POLE+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	POLR1C	POLR1C+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	POLR1E	POLR1E+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	POLR2B	POLR2B+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	POLR2E	POLR2E+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	POLR2F	POLR2F+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	POLR2I	POLR2I+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	POLR3B	POLR3B+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	POLR3C	POLR3C+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	POLR3D	POLR3D+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	POLR3E	POLR3E+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	POLR3F	POLR3F+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	POLRMT	POLRMT+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	POP1	POP1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	POP4	POP4+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	POP5	POP5+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	POP7	POP7+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PPARGC1B	PPARGC1B+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PPIH	PPIH+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PPIL4	PPIL4+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PPP1CA	PPP1CA+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PPP1R11	PPP1R11+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PPP1R8	PPP1R8+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PPP2R1A	PPP2R1A+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PPP4C	PPP4C+ctrl	True	True	True	True	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PPP4R2	PPP4R2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PPRC1	PPRC1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PRELID1	PRELID1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PRELID3B	PRELID3B+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PRIM1	PRIM1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PRIM2	PRIM2+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PRMT1	PRMT1+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PRMT5	PRMT5+ctrl	True	False	True	False	ALIGNED	
replogle_k562_rl4_source	R-L4-K2R_seed1_source	PRPF18	PRPF18+ctrl	True	False	True	False	ALIGNED	
