original_label	normalized_label	target_1	target_2	is_control
POLR2G+ctrl	POLR2G	POLR2G	NA	False
POLR2H+ctrl	POLR2H	POLR2H	NA	False
POLR2I+ctrl	POLR2I	POLR2I	NA	False
POLR2L+ctrl	POLR2L	POLR2L	NA	False
POLR2M+ctrl	POLR2M	POLR2M	NA	False
POLR3B+ctrl	POLR3B	POLR3B	NA	False
POLR3C+ctrl	POLR3C	POLR3C	NA	False
POLR3D+ctrl	POLR3D	POLR3D	NA	False
POLR3E+ctrl	POLR3E	POLR3E	NA	False
POLR3F+ctrl	POLR3F	POLR3F	NA	False
POLR3H+ctrl	POLR3H	POLR3H	NA	False
POLRMT+ctrl	POLRMT	POLRMT	NA	False
POP1+ctrl	POP1	POP1	NA	False
POP4+ctrl	POP4	POP4	NA	False
POP5+ctrl	POP5	POP5	NA	False
POP7+ctrl	POP7	POP7	NA	False
POU3F1+ctrl	POU3F1	POU3F1	NA	False
PPA1+ctrl	PPA1	PPA1	NA	False
PPAN+ctrl	PPAN	PPAN	NA	False
PPARGC1B+ctrl	PPARGC1B	PPARGC1B	NA	False
PPIE+ctrl	PPIE	PPIE	NA	False
PPIH+ctrl	PPIH	PPIH	NA	False
PPIL2+ctrl	PPIL2	PPIL2	NA	False
PPIL4+ctrl	PPIL4	PPIL4	NA	False
PPP1CA+ctrl	PPP1CA	PPP1CA	NA	False
PPP1R10+ctrl	PPP1R10	PPP1R10	NA	False
PPP1R11+ctrl	PPP1R11	PPP1R11	NA	False
PPP1R12A+ctrl	PPP1R12A	PPP1R12A	NA	False
PPP1R15B+ctrl	PPP1R15B	PPP1R15B	NA	False
PPP1R2+ctrl	PPP1R2	PPP1R2	NA	False
PPP1R37+ctrl	PPP1R37	PPP1R37	NA	False
PPP1R7+ctrl	PPP1R7	PPP1R7	NA	False
PPP1R8+ctrl	PPP1R8	PPP1R8	NA	False
PPP2CA+ctrl	PPP2CA	PPP2CA	NA	False
PPP2CB+ctrl	PPP2CB	PPP2CB	NA	False
PPP2R1A+ctrl	PPP2R1A	PPP2R1A	NA	False
PPP2R3C+ctrl	PPP2R3C	PPP2R3C	NA	False
PPP4C+ctrl	PPP4C	PPP4C	NA	False
PPP4R2+ctrl	PPP4R2	PPP4R2	NA	False
PPP6C+ctrl	PPP6C	PPP6C	NA	False
PPRC1+ctrl	PPRC1	PPRC1	NA	False
PPWD1+ctrl	PPWD1	PPWD1	NA	False
PRC1+ctrl	PRC1	PRC1	NA	False
PRDM10+ctrl	PRDM10	PRDM10	NA	False
PRDM4+ctrl	PRDM4	PRDM4	NA	False
PRDM8+ctrl	PRDM8	PRDM8	NA	False
PRELID1+ctrl	PRELID1	PRELID1	NA	False
PRELID3B+ctrl	PRELID3B	PRELID3B	NA	False
PRIM1+ctrl	PRIM1	PRIM1	NA	False
PRIM2+ctrl	PRIM2	PRIM2	NA	False
PRKCA+ctrl	PRKCA	PRKCA	NA	False
PRKRA+ctrl	PRKRA	PRKRA	NA	False
PRMT1+ctrl	PRMT1	PRMT1	NA	False
PRMT5+ctrl	PRMT5	PRMT5	NA	False
PRORP+ctrl	PRORP	PRORP	NA	False
PRPF18+ctrl	PRPF18	PRPF18	NA	False
PRPF19+ctrl	PRPF19	PRPF19	NA	False
PRPF3+ctrl	PRPF3	PRPF3	NA	False
PRPF31+ctrl	PRPF31	PRPF31	NA	False
PRPF38A+ctrl	PRPF38A	PRPF38A	NA	False
PRPF39+ctrl	PRPF39	PRPF39	NA	False
PRPF4+ctrl	PRPF4	PRPF4	NA	False
PRPF40A+ctrl	PRPF40A	PRPF40A	NA	False
PRPF4B+ctrl	PRPF4B	PRPF4B	NA	False
PRPF6+ctrl	PRPF6	PRPF6	NA	False
PRPF8+ctrl	PRPF8	PRPF8	NA	False
PRRC2A+ctrl	PRRC2A	PRRC2A	NA	False
PRXL2A+ctrl	PRXL2A	PRXL2A	NA	False
PSMA1+ctrl	PSMA1	PSMA1	NA	False
PSMA2+ctrl	PSMA2	PSMA2	NA	False
PSMA3+ctrl	PSMA3	PSMA3	NA	False
PSMA4+ctrl	PSMA4	PSMA4	NA	False
PSMA6+ctrl	PSMA6	PSMA6	NA	False
PSMA7+ctrl	PSMA7	PSMA7	NA	False
PSMB1+ctrl	PSMB1	PSMB1	NA	False
PSMB2+ctrl	PSMB2	PSMB2	NA	False
PSMB3+ctrl	PSMB3	PSMB3	NA	False
PSMB4+ctrl	PSMB4	PSMB4	NA	False
PSMB5+ctrl	PSMB5	PSMB5	NA	False
PSMB6+ctrl	PSMB6	PSMB6	NA	False
PSMB7+ctrl	PSMB7	PSMB7	NA	False
PSMC1+ctrl	PSMC1	PSMC1	NA	False
PSMC2+ctrl	PSMC2	PSMC2	NA	False
PSMC3+ctrl	PSMC3	PSMC3	NA	False
PSMC4+ctrl	PSMC4	PSMC4	NA	False
PSMC5+ctrl	PSMC5	PSMC5	NA	False
PSMC6+ctrl	PSMC6	PSMC6	NA	False
PSMD1+ctrl	PSMD1	PSMD1	NA	False
PSMD11+ctrl	PSMD11	PSMD11	NA	False
PSMD12+ctrl	PSMD12	PSMD12	NA	False
PSMD13+ctrl	PSMD13	PSMD13	NA	False
PSMD14+ctrl	PSMD14	PSMD14	NA	False
PSMD2+ctrl	PSMD2	PSMD2	NA	False
PSMD3+ctrl	PSMD3	PSMD3	NA	False
PSMD4+ctrl	PSMD4	PSMD4	NA	False
PSMD6+ctrl	PSMD6	PSMD6	NA	False
PSMD7+ctrl	PSMD7	PSMD7	NA	False
PSMD8+ctrl	PSMD8	PSMD8	NA	False
PSME1+ctrl	PSME1	PSME1	NA	False
PSMG2+ctrl	PSMG2	PSMG2	NA	False
PSMG3+ctrl	PSMG3	PSMG3	NA	False
PSMG4+ctrl	PSMG4	PSMG4	NA	False
PSTK+ctrl	PSTK	PSTK	NA	False
PTBP1+ctrl	PTBP1	PTBP1	NA	False
PTCD1+ctrl	PTCD1	PTCD1	NA	False
PTEN+ctrl	PTEN	PTEN	NA	False
PTGR2+ctrl	PTGR2	PTGR2	NA	False
PTK2+ctrl	PTK2	PTK2	NA	False
PTMA+ctrl	PTMA	PTMA	NA	False
PTPMT1+ctrl	PTPMT1	PTPMT1	NA	False
PTPN1+ctrl	PTPN1	PTPN1	NA	False
PTPN23+ctrl	PTPN23	PTPN23	NA	False
PUF60+ctrl	PUF60	PUF60	NA	False
PUM1+ctrl	PUM1	PUM1	NA	False
PWP2+ctrl	PWP2	PWP2	NA	False
PXN+ctrl	PXN	PXN	NA	False
PYROXD1+ctrl	PYROXD1	PYROXD1	NA	False
QARS+ctrl	QARS	QARS	NA	False
RAB18+ctrl	RAB18	RAB18	NA	False
RAB4A+ctrl	RAB4A	RAB4A	NA	False
RAB4B+ctrl	RAB4B	RAB4B	NA	False
RAB6A+ctrl	RAB6A	RAB6A	NA	False
RABGGTA+ctrl	RABGGTA	RABGGTA	NA	False
RABGGTB+ctrl	RABGGTB	RABGGTB	NA	False
RAC1+ctrl	RAC1	RAC1	NA	False
RAC3+ctrl	RAC3	RAC3	NA	False
RACGAP1+ctrl	RACGAP1	RACGAP1	NA	False
RAD17+ctrl	RAD17	RAD17	NA	False
RAD21+ctrl	RAD21	RAD21	NA	False
RAD51+ctrl	RAD51	RAD51	NA	False
RAD51C+ctrl	RAD51C	RAD51C	NA	False
RAD9A+ctrl	RAD9A	RAD9A	NA	False
RAE1+ctrl	RAE1	RAE1	NA	False
RAMAC+ctrl	RAMAC	RAMAC	NA	False
RAN+ctrl	RAN	RAN	NA	False
RANBP2+ctrl	RANBP2	RANBP2	NA	False
RANGAP1+ctrl	RANGAP1	RANGAP1	NA	False
RARS+ctrl	RARS	RARS	NA	False
RARS2+ctrl	RARS2	RARS2	NA	False
RBBP4+ctrl	RBBP4	RBBP4	NA	False
RBBP5+ctrl	RBBP5	RBBP5	NA	False
RBBP6+ctrl	RBBP6	RBBP6	NA	False
RBBP8+ctrl	RBBP8	RBBP8	NA	False
RBM10+ctrl	RBM10	RBM10	NA	False
RBM12+ctrl	RBM12	RBM12	NA	False
RBM14+ctrl	RBM14	RBM14	NA	False
RBM15+ctrl	RBM15	RBM15	NA	False
RBM17+ctrl	RBM17	RBM17	NA	False
RBM19+ctrl	RBM19	RBM19	NA	False
RBM25+ctrl	RBM25	RBM25	NA	False
RBM28+ctrl	RBM28	RBM28	NA	False
RBM33+ctrl	RBM33	RBM33	NA	False
RBM39+ctrl	RBM39	RBM39	NA	False
RBM4+ctrl	RBM4	RBM4	NA	False
RBM42+ctrl	RBM42	RBM42	NA	False
RBM48+ctrl	RBM48	RBM48	NA	False
RBM8A+ctrl	RBM8A	RBM8A	NA	False
RBMX+ctrl	RBMX	RBMX	NA	False
RBMX2+ctrl	RBMX2	RBMX2	NA	False
RBX1+ctrl	RBX1	RBX1	NA	False
RCC1+ctrl	RCC1	RCC1	NA	False
RCCD1+ctrl	RCCD1	RCCD1	NA	False
RCL1+ctrl	RCL1	RCL1	NA	False
RELL2+ctrl	RELL2	RELL2	NA	False
REXO2+ctrl	REXO2	REXO2	NA	False
RFC1+ctrl	RFC1	RFC1	NA	False
RFC2+ctrl	RFC2	RFC2	NA	False
RFC3+ctrl	RFC3	RFC3	NA	False
RFC4+ctrl	RFC4	RFC4	NA	False
RFC5+ctrl	RFC5	RFC5	NA	False
RFT1+ctrl	RFT1	RFT1	NA	False
RGPD6+ctrl	RGPD6	RGPD6	NA	False
RINT1+ctrl	RINT1	RINT1	NA	False
RIOK1+ctrl	RIOK1	RIOK1	NA	False
RIOK2+ctrl	RIOK2	RIOK2	NA	False
RMI1+ctrl	RMI1	RMI1	NA	False
RNASEH2C+ctrl	RNASEH2C	RNASEH2C	NA	False
RNF103+ctrl	RNF103	RNF103	NA	False
RNF113A+ctrl	RNF113A	RNF113A	NA	False
RNF20+ctrl	RNF20	RNF20	NA	False
RNF40+ctrl	RNF40	RNF40	NA	False
RNF8+ctrl	RNF8	RNF8	NA	False
RNGTT+ctrl	RNGTT	RNGTT	NA	False
RNMT+ctrl	RNMT	RNMT	NA	False
RNPC3+ctrl	RNPC3	RNPC3	NA	False
RNPS1+ctrl	RNPS1	RNPS1	NA	False
ROMO1+ctrl	ROMO1	ROMO1	NA	False
RPA1+ctrl	RPA1	RPA1	NA	False
RPA2+ctrl	RPA2	RPA2	NA	False
RPA3+ctrl	RPA3	RPA3	NA	False
RPAIN+ctrl	RPAIN	RPAIN	NA	False
RPAP1+ctrl	RPAP1	RPAP1	NA	False
RPAP2+ctrl	RPAP2	RPAP2	NA	False
RPAP3+ctrl	RPAP3	RPAP3	NA	False
RPE+ctrl	RPE	RPE	NA	False
RPF1+ctrl	RPF1	RPF1	NA	False
RPF2+ctrl	RPF2	RPF2	NA	False
RPIA+ctrl	RPIA	RPIA	NA	False
RPL10+ctrl	RPL10	RPL10	NA	False
RPL10A+ctrl	RPL10A	RPL10A	NA	False
RPL11+ctrl	RPL11	RPL11	NA	False
RPL12+ctrl	RPL12	RPL12	NA	False
RPL13+ctrl	RPL13	RPL13	NA	False
RPL13A+ctrl	RPL13A	RPL13A	NA	False
RPL14+ctrl	RPL14	RPL14	NA	False
RPL15+ctrl	RPL15	RPL15	NA	False
RPL17+ctrl	RPL17	RPL17	NA	False
RPL18+ctrl	RPL18	RPL18	NA	False
RPL18A+ctrl	RPL18A	RPL18A	NA	False
RPL19+ctrl	RPL19	RPL19	NA	False
RPL21+ctrl	RPL21	RPL21	NA	False
RPL23+ctrl	RPL23	RPL23	NA	False
RPL23A+ctrl	RPL23A	RPL23A	NA	False
RPL24+ctrl	RPL24	RPL24	NA	False
RPL26+ctrl	RPL26	RPL26	NA	False
RPL27+ctrl	RPL27	RPL27	NA	False
RPL27A+ctrl	RPL27A	RPL27A	NA	False
RPL28+ctrl	RPL28	RPL28	NA	False
RPL29+ctrl	RPL29	RPL29	NA	False
RPL3+ctrl	RPL3	RPL3	NA	False
RPL30+ctrl	RPL30	RPL30	NA	False
RPL31+ctrl	RPL31	RPL31	NA	False
RPL32+ctrl	RPL32	RPL32	NA	False
RPL34+ctrl	RPL34	RPL34	NA	False
RPL35+ctrl	RPL35	RPL35	NA	False
RPL35A+ctrl	RPL35A	RPL35A	NA	False
RPL36+ctrl	RPL36	RPL36	NA	False
RPL36A+ctrl	RPL36A	RPL36A	NA	False
RPL37+ctrl	RPL37	RPL37	NA	False
RPL37A+ctrl	RPL37A	RPL37A	NA	False
RPL38+ctrl	RPL38	RPL38	NA	False
RPL39+ctrl	RPL39	RPL39	NA	False
RPL4+ctrl	RPL4	RPL4	NA	False
RPL5+ctrl	RPL5	RPL5	NA	False
RPL6+ctrl	RPL6	RPL6	NA	False
RPL7+ctrl	RPL7	RPL7	NA	False
RPL7L1+ctrl	RPL7L1	RPL7L1	NA	False
RPL8+ctrl	RPL8	RPL8	NA	False
RPL9+ctrl	RPL9	RPL9	NA	False
RPLP0+ctrl	RPLP0	RPLP0	NA	False
RPLP1+ctrl	RPLP1	RPLP1	NA	False
RPLP2+ctrl	RPLP2	RPLP2	NA	False
RPN1+ctrl	RPN1	RPN1	NA	False
RPN2+ctrl	RPN2	RPN2	NA	False
RPP14+ctrl	RPP14	RPP14	NA	False
RPP21+ctrl	RPP21	RPP21	NA	False
RPP30+ctrl	RPP30	RPP30	NA	False
RPP38+ctrl	RPP38	RPP38	NA	False
RPP40+ctrl	RPP40	RPP40	NA	False
RPRD1B+ctrl	RPRD1B	RPRD1B	NA	False
RPS10+ctrl	RPS10	RPS10	NA	False
RPS10-NUDT3+ctrl	RPS10-NUDT3	RPS10-NUDT3	NA	False
RPS11+ctrl	RPS11	RPS11	NA	False
RPS12+ctrl	RPS12	RPS12	NA	False
RPS13+ctrl	RPS13	RPS13	NA	False
RPS14+ctrl	RPS14	RPS14	NA	False
RPS15+ctrl	RPS15	RPS15	NA	False
RPS15A+ctrl	RPS15A	RPS15A	NA	False
RPS16+ctrl	RPS16	RPS16	NA	False
RPS17+ctrl	RPS17	RPS17	NA	False
RPS18+ctrl	RPS18	RPS18	NA	False
RPS19+ctrl	RPS19	RPS19	NA	False
RPS19BP1+ctrl	RPS19BP1	RPS19BP1	NA	False
RPS2+ctrl	RPS2	RPS2	NA	False
RPS20+ctrl	RPS20	RPS20	NA	False
RPS21+ctrl	RPS21	RPS21	NA	False
RPS23+ctrl	RPS23	RPS23	NA	False
RPS24+ctrl	RPS24	RPS24	NA	False
RPS26+ctrl	RPS26	RPS26	NA	False
RPS27+ctrl	RPS27	RPS27	NA	False
RPS27A+ctrl	RPS27A	RPS27A	NA	False
RPS28+ctrl	RPS28	RPS28	NA	False
RPS29+ctrl	RPS29	RPS29	NA	False
RPS3+ctrl	RPS3	RPS3	NA	False
RPS3A+ctrl	RPS3A	RPS3A	NA	False
RPS4X+ctrl	RPS4X	RPS4X	NA	False
RPS5+ctrl	RPS5	RPS5	NA	False
RPS6+ctrl	RPS6	RPS6	NA	False
RPS7+ctrl	RPS7	RPS7	NA	False
RPS8+ctrl	RPS8	RPS8	NA	False
RPS9+ctrl	RPS9	RPS9	NA	False
RPSA+ctrl	RPSA	RPSA	NA	False
RPTOR+ctrl	RPTOR	RPTOR	NA	False
RPUSD3+ctrl	RPUSD3	RPUSD3	NA	False
RPUSD4+ctrl	RPUSD4	RPUSD4	NA	False
RRM1+ctrl	RRM1	RRM1	NA	False
RRM2+ctrl	RRM2	RRM2	NA	False
RRN3+ctrl	RRN3	RRN3	NA	False
RRP1+ctrl	RRP1	RRP1	NA	False
RRP12+ctrl	RRP12	RRP12	NA	False
RRP7A+ctrl	RRP7A	RRP7A	NA	False
RRP9+ctrl	RRP9	RRP9	NA	False
RRS1+ctrl	RRS1	RRS1	NA	False
RSL1D1+ctrl	RSL1D1	RSL1D1	NA	False
RSL24D1+ctrl	RSL24D1	RSL24D1	NA	False
RTCB+ctrl	RTCB	RTCB	NA	False
RTEL1+ctrl	RTEL1	RTEL1	NA	False
RTF1+ctrl	RTF1	RTF1	NA	False
RTRAF+ctrl	RTRAF	RTRAF	NA	False
RTTN+ctrl	RTTN	RTTN	NA	False
RUVBL1+ctrl	RUVBL1	RUVBL1	NA	False
RUVBL2+ctrl	RUVBL2	RUVBL2	NA	False
S100A1+ctrl	S100A1	S100A1	NA	False
SACM1L+ctrl	SACM1L	SACM1L	NA	False
SAE1+ctrl	SAE1	SAE1	NA	False
SAMD4B+ctrl	SAMD4B	SAMD4B	NA	False
SAMM50+ctrl	SAMM50	SAMM50	NA	False
SAP130+ctrl	SAP130	SAP130	NA	False
SAP18+ctrl	SAP18	SAP18	NA	False
SAP30BP+ctrl	SAP30BP	SAP30BP	NA	False
SARS+ctrl	SARS	SARS	NA	False
SARS2+ctrl	SARS2	SARS2	NA	False
SART1+ctrl	SART1	SART1	NA	False
SART3+ctrl	SART3	SART3	NA	False
SASS6+ctrl	SASS6	SASS6	NA	False
SBDS+ctrl	SBDS	SBDS	NA	False
SBNO1+ctrl	SBNO1	SBNO1	NA	False
SCAF1+ctrl	SCAF1	SCAF1	NA	False
SCAP+ctrl	SCAP	SCAP	NA	False
SCFD1+ctrl	SCFD1	SCFD1	NA	False
SDAD1+ctrl	SDAD1	SDAD1	NA	False
SDC1+ctrl	SDC1	SDC1	NA	False
SDE2+ctrl	SDE2	SDE2	NA	False
SDHAF2+ctrl	SDHAF2	SDHAF2	NA	False
SDHC+ctrl	SDHC	SDHC	NA	False
SEC13+ctrl	SEC13	SEC13	NA	False
SEC16A+ctrl	SEC16A	SEC16A	NA	False
SEC61A1+ctrl	SEC61A1	SEC61A1	NA	False
SEC61B+ctrl	SEC61B	SEC61B	NA	False
SEC61G+ctrl	SEC61G	SEC61G	NA	False
SEC63+ctrl	SEC63	SEC63	NA	False
SEH1L+ctrl	SEH1L	SEH1L	NA	False
SEM1+ctrl	SEM1	SEM1	NA	False
SENP6+ctrl	SENP6	SENP6	NA	False
SEPSECS+ctrl	SEPSECS	SEPSECS	NA	False
SERBP1+ctrl	SERBP1	SERBP1	NA	False
SERF2+ctrl	SERF2	SERF2	NA	False
SERPINB1+ctrl	SERPINB1	SERPINB1	NA	False
SETD1A+ctrl	SETD1A	SETD1A	NA	False
SETD5+ctrl	SETD5	SETD5	NA	False
SETDB1+ctrl	SETDB1	SETDB1	NA	False
SETX+ctrl	SETX	SETX	NA	False
SF1+ctrl	SF1	SF1	NA	False
SF3A1+ctrl	SF3A1	SF3A1	NA	False
SF3A2+ctrl	SF3A2	SF3A2	NA	False
SF3B2+ctrl	SF3B2	SF3B2	NA	False
SF3B3+ctrl	SF3B3	SF3B3	NA	False
SF3B4+ctrl	SF3B4	SF3B4	NA	False
SF3B5+ctrl	SF3B5	SF3B5	NA	False
SFPQ+ctrl	SFPQ	SFPQ	NA	False
SFSWAP+ctrl	SFSWAP	SFSWAP	NA	False
SH3KBP1+ctrl	SH3KBP1	SH3KBP1	NA	False
SHOC2+ctrl	SHOC2	SHOC2	NA	False
SHQ1+ctrl	SHQ1	SHQ1	NA	False
SIN3A+ctrl	SIN3A	SIN3A	NA	False
SIRT7+ctrl	SIRT7	SIRT7	NA	False
SKA1+ctrl	SKA1	SKA1	NA	False
SKA3+ctrl	SKA3	SKA3	NA	False
SKP1+ctrl	SKP1	SKP1	NA	False
SLBP+ctrl	SLBP	SLBP	NA	False
SLC1A5+ctrl	SLC1A5	SLC1A5	NA	False
SLC25A42+ctrl	SLC25A42	SLC25A42	NA	False
SLC2A8+ctrl	SLC2A8	SLC2A8	NA	False
SLC35B1+ctrl	SLC35B1	SLC35B1	NA	False
SLC35G2+ctrl	SLC35G2	SLC35G2	NA	False
SLC39A9+ctrl	SLC39A9	SLC39A9	NA	False
SLC7A5+ctrl	SLC7A5	SLC7A5	NA	False
SLC7A6OS+ctrl	SLC7A6OS	SLC7A6OS	NA	False
SLU7+ctrl	SLU7	SLU7	NA	False
SMAGP+ctrl	SMAGP	SMAGP	NA	False
SMARCB1+ctrl	SMARCB1	SMARCB1	NA	False
SMARCC1+ctrl	SMARCC1	SMARCC1	NA	False
SMARCE1+ctrl	SMARCE1	SMARCE1	NA	False
SMC1A+ctrl	SMC1A	SMC1A	NA	False
SMC2+ctrl	SMC2	SMC2	NA	False
SMC3+ctrl	SMC3	SMC3	NA	False
SMC4+ctrl	SMC4	SMC4	NA	False
SMC5+ctrl	SMC5	SMC5	NA	False
SMC6+ctrl	SMC6	SMC6	NA	False
SMG1+ctrl	SMG1	SMG1	NA	False
SMG5+ctrl	SMG5	SMG5	NA	False
SMG6+ctrl	SMG6	SMG6	NA	False
SMG7+ctrl	SMG7	SMG7	NA	False
SMG9+ctrl	SMG9	SMG9	NA	False
SMN2+ctrl	SMN2	SMN2	NA	False
SMNDC1+ctrl	SMNDC1	SMNDC1	NA	False
SMU1+ctrl	SMU1	SMU1	NA	False
SNAPC1+ctrl	SNAPC1	SNAPC1	NA	False
SNAPC2+ctrl	SNAPC2	SNAPC2	NA	False
SNAPC3+ctrl	SNAPC3	SNAPC3	NA	False
SNAPC5+ctrl	SNAPC5	SNAPC5	NA	False
SNIP1+ctrl	SNIP1	SNIP1	NA	False
SNRNP200+ctrl	SNRNP200	SNRNP200	NA	False
SNRNP25+ctrl	SNRNP25	SNRNP25	NA	False
SNRNP27+ctrl	SNRNP27	SNRNP27	NA	False
SNRNP35+ctrl	SNRNP35	SNRNP35	NA	False
SNRNP40+ctrl	SNRNP40	SNRNP40	NA	False
SNRNP48+ctrl	SNRNP48	SNRNP48	NA	False
SNRNP70+ctrl	SNRNP70	SNRNP70	NA	False
SNRPA+ctrl	SNRPA	SNRPA	NA	False
SNRPA1+ctrl	SNRPA1	SNRPA1	NA	False
SNRPB+ctrl	SNRPB	SNRPB	NA	False
SNRPC+ctrl	SNRPC	SNRPC	NA	False
SNRPD1+ctrl	SNRPD1	SNRPD1	NA	False
SNRPD2+ctrl	SNRPD2	SNRPD2	NA	False
SNRPD3+ctrl	SNRPD3	SNRPD3	NA	False
SNRPE+ctrl	SNRPE	SNRPE	NA	False
SNRPF+ctrl	SNRPF	SNRPF	NA	False
SNRPG+ctrl	SNRPG	SNRPG	NA	False
SNTB2+ctrl	SNTB2	SNTB2	NA	False
SNUPN+ctrl	SNUPN	SNUPN	NA	False
SNW1+ctrl	SNW1	SNW1	NA	False
SON+ctrl	SON	SON	NA	False
SP1+ctrl	SP1	SP1	NA	False
SP2+ctrl	SP2	SP2	NA	False
SPATA5+ctrl	SPATA5	SPATA5	NA	False
SPATA5L1+ctrl	SPATA5L1	SPATA5L1	NA	False
SPC24+ctrl	SPC24	SPC24	NA	False
SPC25+ctrl	SPC25	SPC25	NA	False
SPCS2+ctrl	SPCS2	SPCS2	NA	False
SPCS3+ctrl	SPCS3	SPCS3	NA	False
SPEN+ctrl	SPEN	SPEN	NA	False
SPG7+ctrl	SPG7	SPG7	NA	False
SRA1+ctrl	SRA1	SRA1	NA	False
SRBD1+ctrl	SRBD1	SRBD1	NA	False
SRCAP+ctrl	SRCAP	SRCAP	NA	False
SRF+ctrl	SRF	SRF	NA	False
SRFBP1+ctrl	SRFBP1	SRFBP1	NA	False
SRP14+ctrl	SRP14	SRP14	NA	False
SRP19+ctrl	SRP19	SRP19	NA	False
SRP54+ctrl	SRP54	SRP54	NA	False
SRP68+ctrl	SRP68	SRP68	NA	False
SRP72+ctrl	SRP72	SRP72	NA	False
SRP9+ctrl	SRP9	SRP9	NA	False
SRPRB+ctrl	SRPRB	SRPRB	NA	False
SRRM1+ctrl	SRRM1	SRRM1	NA	False
SRRM2+ctrl	SRRM2	SRRM2	NA	False
SRRT+ctrl	SRRT	SRRT	NA	False
SRSF1+ctrl	SRSF1	SRSF1	NA	False
SRSF10+ctrl	SRSF10	SRSF10	NA	False
SRSF11+ctrl	SRSF11	SRSF11	NA	False
SRSF2+ctrl	SRSF2	SRSF2	NA	False
SRSF3+ctrl	SRSF3	SRSF3	NA	False
SRSF6+ctrl	SRSF6	SRSF6	NA	False
SRSF7+ctrl	SRSF7	SRSF7	NA	False
SS18L2+ctrl	SS18L2	SS18L2	NA	False
SSBP1+ctrl	SSBP1	SSBP1	NA	False
SSRP1+ctrl	SSRP1	SSRP1	NA	False
SSU72+ctrl	SSU72	SSU72	NA	False
STAG2+ctrl	STAG2	STAG2	NA	False
STARD7+ctrl	STARD7	STARD7	NA	False
STAT5B+ctrl	STAT5B	STAT5B	NA	False
STIL+ctrl	STIL	STIL	NA	False
STRAP+ctrl	STRAP	STRAP	NA	False
STX5+ctrl	STX5	STX5	NA	False
SUDS3+ctrl	SUDS3	SUDS3	NA	False
SUGP1+ctrl	SUGP1	SUGP1	NA	False
SUGT1+ctrl	SUGT1	SUGT1	NA	False
SUMO2+ctrl	SUMO2	SUMO2	NA	False
SUPT16H+ctrl	SUPT16H	SUPT16H	NA	False
SUPT20H+ctrl	SUPT20H	SUPT20H	NA	False
SUPT4H1+ctrl	SUPT4H1	SUPT4H1	NA	False
SUPT5H+ctrl	SUPT5H	SUPT5H	NA	False
SUPT6H+ctrl	SUPT6H	SUPT6H	NA	False
SUPV3L1+ctrl	SUPV3L1	SUPV3L1	NA	False
SURF6+ctrl	SURF6	SURF6	NA	False
SYF2+ctrl	SYF2	SYF2	NA	False
SYMPK+ctrl	SYMPK	SYMPK	NA	False
SYNGR3+ctrl	SYNGR3	SYNGR3	NA	False
SYS1+ctrl	SYS1	SYS1	NA	False
TADA1+ctrl	TADA1	TADA1	NA	False
TADA2A+ctrl	TADA2A	TADA2A	NA	False
TADA2B+ctrl	TADA2B	TADA2B	NA	False
TADA3+ctrl	TADA3	TADA3	NA	False
TAF1+ctrl	TAF1	TAF1	NA	False
TAF10+ctrl	TAF10	TAF10	NA	False
TAF11+ctrl	TAF11	TAF11	NA	False
TAF12+ctrl	TAF12	TAF12	NA	False
TAF13+ctrl	TAF13	TAF13	NA	False
TAF1C+ctrl	TAF1C	TAF1C	NA	False
TAF1D+ctrl	TAF1D	TAF1D	NA	False
TAF2+ctrl	TAF2	TAF2	NA	False
TAF3+ctrl	TAF3	TAF3	NA	False
TAF5+ctrl	TAF5	TAF5	NA	False
TAF6+ctrl	TAF6	TAF6	NA	False
TAF6L+ctrl	TAF6L	TAF6L	NA	False
TAF7+ctrl	TAF7	TAF7	NA	False
TAF8+ctrl	TAF8	TAF8	NA	False
TAMM41+ctrl	TAMM41	TAMM41	NA	False
TANGO6+ctrl	TANGO6	TANGO6	NA	False
TARDBP+ctrl	TARDBP	TARDBP	NA	False
TARS+ctrl	TARS	TARS	NA	False
TBCB+ctrl	TBCB	TBCB	NA	False
TBCE+ctrl	TBCE	TBCE	NA	False
TBL3+ctrl	TBL3	TBL3	NA	False
TBP+ctrl	TBP	TBP	NA	False
TBPL1+ctrl	TBPL1	TBPL1	NA	False
TBX1+ctrl	TBX1	TBX1	NA	False
TCERG1+ctrl	TCERG1	TCERG1	NA	False
TCOF1+ctrl	TCOF1	TCOF1	NA	False
TCP1+ctrl	TCP1	TCP1	NA	False
TEFM+ctrl	TEFM	TEFM	NA	False
TELO2+ctrl	TELO2	TELO2	NA	False
TEN1+ctrl	TEN1	TEN1	NA	False
TERF2+ctrl	TERF2	TERF2	NA	False
TEX10+ctrl	TEX10	TEX10	NA	False
TFAM+ctrl	TFAM	TFAM	NA	False
TFDP1+ctrl	TFDP1	TFDP1	NA	False
TFIP11+ctrl	TFIP11	TFIP11	NA	False
TFRC+ctrl	TFRC	TFRC	NA	False
TGS1+ctrl	TGS1	TGS1	NA	False
THAP1+ctrl	THAP1	THAP1	NA	False
THAP11+ctrl	THAP11	THAP11	NA	False
THG1L+ctrl	THG1L	THG1L	NA	False
THOC1+ctrl	THOC1	THOC1	NA	False
THOC2+ctrl	THOC2	THOC2	NA	False
THOC3+ctrl	THOC3	THOC3	NA	False
